k_factor,home_advantage,pyth_exponent,elo_weight,accuracy,correct,total
30,150,2.2,0.5,52.980132450331126,240,453
30,150,2.5,0.5,52.980132450331126,240,453
30,150,2.5,0.6,52.980132450331126,240,453
35,100,2.0,0.7,52.980132450331126,240,453
35,125,2.0,0.7,52.980132450331126,240,453
35,125,2.5,0.6,52.980132450331126,240,453
40,100,2.0,0.7,52.980132450331126,240,453
40,100,2.2,0.7,52.980132450331126,240,453
40,100,2.37,0.7,52.980132450331126,240,453
40,100,2.5,0.7,52.980132450331126,240,453
40,125,1.8,0.5,52.980132450331126,240,453
40,125,1.8,0.6,52.980132450331126,240,453
40,125,2.37,0.7,52.980132450331126,240,453
40,125,2.5,0.6,52.980132450331126,240,453
40,150,1.8,0.5,52.980132450331126,240,453
40,150,2.0,0.5,52.980132450331126,240,453
40,150,2.37,0.5,52.980132450331126,240,453
15,75,1.8,0.8,52.75938189845475,239,453
15,100,2.0,0.7,52.75938189845475,239,453
15,100,2.37,0.7,52.75938189845475,239,453
