k_factor,home_advantage,pyth_exponent,elo_weight,accuracy,correct,total
15,100,2.5,0.7,52.75938189845475,239,453
15,125,1.8,0.6,52.75938189845475,239,453
15,125,2.5,0.6,52.75938189845475,239,453
15,125,2.5,0.7,52.75938189845475,239,453
15,150,1.8,0.5,52.75938189845475,239,453
15,150,2.2,0.6,52.75938189845475,239,453
15,150,2.37,0.6,52.75938189845475,239,453
15,150,2.5,0.6,52.75938189845475,239,453
20,100,1.8,0.8,52.75938189845475,239,453
20,100,2.2,0.8,52.75938189845475,239,453
20,125,2.0,0.6,52.75938189845475,239,453
20,125,2.0,0.7,52.75938189845475,239,453
20,125,2.5,0.6,52.75938189845475,239,453
20,150,1.8,0.6,52.75938189845475,239,453
20,150,2.0,0.6,52.75938189845475,239,453
20,150,2.2,0.6,52.75938189845475,239,453
20,150,2.37,0.6,52.75938189845475,239,453
25,100,2.5,0.8,52.75938189845475,239,453
25,125,1.8,0.6,52.75938189845475,239,453
25,125,2.0,0.6,52.75938189845475,239,453
25,125,2.37,0.6,52.75938189845475,239,453
25,125,2.5,0.6,52.75938189845475,239,453
25,150,1.8,0.5,52.75938189845475,239,453
30,150,2.0,0.5,52.75938189845475,239,453
30,150,2.37,0.5,52.75938189845475,239,453
30,150,2.5,0.7,52.75938189845475,239,453
35,100,2.2,0.7,52.75938189845475,239,453
35,125,1.8,0.7,52.75938189845475,239,453
35,125,2.2,0.6,52.75938189845475,239,453
35,125,2.37,0.8,52.75938189845475,239,453
35,150,2.2,0.6,52.75938189845475,239,453
35,150,2.37,0.6,52.75938189845475,239,453
35,150,2.5,0.6,52.75938189845475,239,453
40,125,2.2,0.6,52.75938189845475,239,453
40,125,2.2,0.7,52.75938189845475,239,453
40,150,2.2,0.5,52.75938189845475,239,453
15,100,2.5,0.8,52.53863134657837,238,453
15,125,2.37,0.7,52.53863134657837,238,453
15,150,2.0,0.5,52.53863134657837,238,453
25,100,1.8,0.7,52.53863134657837,238,453
25,100,2.0,0.7,52.53863134657837,238,453
30,125,1.8,0.7,52.53863134657837,238,453
30,125,2.2,0.7,52.53863134657837,238,453
30,125,2.37,0.7,52.53863134657837,238,453
30,125,2.37,0.8,52.53863134657837,238,453
30,125,2.5,0.7,52.53863134657837,238,453
30,150,2.2,0.7,52.53863134657837,238,453
35,100,1.8,0.7,52.53863134657837,238,453
35,100,2.37,0.7,52.53863134657837,238,453
35,125,2.37,0.6,52.53863134657837,238,453
35,150,1.8,0.6,52.53863134657837,238,453
35,150,2.5,0.7,52.53863134657837,238,453
40,125,2.0,0.6,52.53863134657837,238,453
40,150,1.8,0.6,52.53863134657837,238,453
40,150,2.0,0.7,52.53863134657837,238,453
40,150,2.2,0.7,52.53863134657837,238,453
15,125,2.37,0.6,52.317880794701985,237,453
15,150,2.0,0.6,52.317880794701985,237,453
15,150,2.37,0.5,52.317880794701985,237,453
15,150,2.5,0.5,52.317880794701985,237,453
20,125,1.8,0.7,52.317880794701985,237,453
30,100,2.0,0.8,52.317880794701985,237,453
30,100,2.2,0.8,52.317880794701985,237,453
30,100,2.37,0.8,52.317880794701985,237,453
30,125,2.0,0.8,52.317880794701985,237,453
30,125,2.2,0.8,52.317880794701985,237,453
30,125,2.5,0.8,52.317880794701985,237,453
35,100,2.37,0.8,52.317880794701985,237,453
35,100,2.5,0.7,52.317880794701985,237,453
35,125,1.8,0.8,52.317880794701985,237,453
35,125,2.2,0.8,52.317880794701985,237,453
35,125,2.5,0.8,52.317880794701985,237,453
35,150,2.0,0.6,52.317880794701985,237,453
35,150,2.0,0.7,52.317880794701985,237,453
35,150,2.2,0.7,52.317880794701985,237,453
35,150,2.37,0.7,52.317880794701985,237,453
40,100,2.37,0.8,52.317880794701985,237,453
40,100,2.5,0.8,52.317880794701985,237,453
40,125,1.8,0.7,52.317880794701985,237,453
40,125,2.0,0.7,52.317880794701985,237,453
40,125,2.0,0.8,52.317880794701985,237,453
40,150,1.8,0.7,52.317880794701985,237,453
40,150,2.5,0.7,52.317880794701985,237,453
15,100,2.2,0.8,52.09713024282561,236,453
15,100,2.37,0.8,52.09713024282561,236,453
15,125,2.0,0.7,52.09713024282561,236,453
15,125,2.2,0.7,52.09713024282561,236,453
15,150,2.2,0.5,52.09713024282561,236,453
25,150,2.2,0.7,52.09713024282561,236,453
25,150,2.37,0.7,52.09713024282561,236,453
25,150,2.5,0.7,52.09713024282561,236,453
30,100,1.8,0.8,52.09713024282561,236,453
30,100,2.5,0.8,52.09713024282561,236,453
30,125,1.8,0.8,52.09713024282561,236,453
30,150,2.37,0.7,52.09713024282561,236,453
35,100,2.0,0.8,52.09713024282561,236,453
35,100,2.2,0.8,52.09713024282561,236,453
35,100,2.5,0.8,52.09713024282561,236,453
35,125,2.0,0.8,52.09713024282561,236,453
35,150,1.8,0.7,52.09713024282561,236,453
40,125,1.8,0.8,52.09713024282561,236,453
40,150,2.37,0.7,52.09713024282561,236,453
15,100,2.0,0.8,51.87637969094923,235,453
35,100,1.8,0.8,51.87637969094923,235,453
40,100,1.8,0.8,51.87637969094923,235,453
40,100,2.2,0.8,51.87637969094923,235,453
40,125,2.5,0.8,51.87637969094923,235,453
40,150,2.5,0.8,51.87637969094923,235,453
20,150,2.5,0.7,51.65562913907284,234,453
25,125,2.37,0.8,51.65562913907284,234,453
25,125,2.5,0.8,51.65562913907284,234,453
25,150,1.8,0.7,51.65562913907284,234,453
30,150,1.8,0.7,51.65562913907284,234,453
30,150,2.0,0.7,51.65562913907284,234,453
40,100,2.0,0.8,51.65562913907284,234,453
40,125,2.2,0.8,51.65562913907284,234,453
40,125,2.37,0.8,51.65562913907284,234,453
40,150,1.8,0.8,51.65562913907284,234,453
40,150,2.2,0.8,51.65562913907284,234,453
40,150,2.37,0.8,51.65562913907284,234,453
15,150,1.8,0.6,51.434878587196465,233,453
20,150,2.37,0.7,51.434878587196465,233,453
25,125,2.2,0.8,51.434878587196465,233,453
25,150,2.0,0.7,51.434878587196465,233,453
35,150,2.37,0.8,51.434878587196465,233,453
35,150,2.5,0.8,51.434878587196465,233,453
40,150,2.0,0.8,51.434878587196465,233,453
15,100,1.8,0.8,51.21412803532009,232,453
15,125,1.8,0.7,51.21412803532009,232,453
25,125,2.0,0.8,51.21412803532009,232,453
35,150,2.0,0.8,51.21412803532009,232,453
35,150,2.2,0.8,51.21412803532009,232,453
25,125,1.8,0.8,50.993377483443716,231,453
20,150,2.2,0.7,50.77262693156733,230,453
30,150,2.0,0.8,50.77262693156733,230,453
30,150,2.2,0.8,50.77262693156733,230,453
30,150,2.37,0.8,50.77262693156733,230,453
30,150,2.5,0.8,50.77262693156733,230,453
35,150,1.8,0.8,50.77262693156733,230,453
20,125,2.2,0.8,50.55187637969095,229,453
20,125,2.37,0.8,50.55187637969095,229,453
20,125,2.5,0.8,50.55187637969095,229,453
30,150,1.8,0.8,50.55187637969095,229,453
20,125,2.0,0.8,50.331125827814574,228,453
20,150,2.0,0.7,50.331125827814574,228,453
25,150,2.5,0.8,50.331125827814574,228,453
15,150,2.0,0.7,50.11037527593819,227,453
15,150,2.2,0.7,50.11037527593819,227,453
20,125,1.8,0.8,50.11037527593819,227,453
25,150,2.37,0.8,50.11037527593819,227,453
15,150,2.37,0.7,49.88962472406181,226,453
15,150,2.5,0.7,49.88962472406181,226,453
25,150,1.8,0.8,49.88962472406181,226,453
25,150,2.2,0.8,49.88962472406181,226,453
15,125,2.37,0.8,49.668874172185426,225,453
15,125,2.5,0.8,49.668874172185426,225,453
20,150,1.8,0.7,49.668874172185426,225,453
25,150,2.0,0.8,49.668874172185426,225,453
15,125,1.8,0.8,49.448123620309055,224,453
15,125,2.0,0.8,49.448123620309055,224,453
15,150,1.8,0.7,49.448123620309055,224,453
15,125,2.2,0.8,49.22737306843267,223,453
20,150,2.0,0.8,49.00662251655629,222,453
20,150,2.5,0.8,49.00662251655629,222,453
20,150,1.8,0.8,48.78587196467991,221,453
20,150,2.2,0.8,48.78587196467991,221,453
15,150,2.5,0.8,48.56512141280353,220,453
20,150,2.37,0.8,48.56512141280353,220,453
15,150,2.37,0.8,48.34437086092716,219,453
15,150,2.0,0.8,48.12362030905077,218,453
15,150,2.2,0.8,48.12362030905077,218,453
15,150,1.8,0.8,47.90286975717439,217,453
