game_id,tournament_name,division_name,level_name,date,location_name,location,home_team,away_team,home_score,away_score,status
#3016,E.H.L.,Moins de 13 ans,A,2026-02-06 19:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,LEAFS VERDUN,5,2,Completed
#3032,E.H.L.,Moins de 13 ans,A,2026-02-21 13:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,DEVILS M.R.O.,,,Initialized
#3055,E.H.L.,Moins de 13 ans,A,2026-02-18 18:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,WINGS WESTMOUNT,,,Initialized
#3311,E.H.L.,Moins de 13 ans,B,2025-11-08 15:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",KNIGHTS M.W.H.,MOHAWKS KAHNAWAKE,4,1,Completed
#3315,E.H.L.,Moins de 13 ans,B,2026-02-19 19:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,DEVILS M.R.O.,,,Initialized
#3326,E.H.L.,Moins de 13 ans,B,2026-02-26 19:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,RAPIDES LACHINE,,,Initialized
#3329,E.H.L.,Moins de 13 ans,B,2026-02-09 20:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,WARRIORS ST-LAURENT,0,5,Completed
#3336,E.H.L.,Moins de 13 ans,B,2026-02-01 18:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,PANTHERES LASALLE,0,10,Completed
#3337,E.H.L.,Moins de 13 ans,B,2026-02-05 19:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,RED CANUCKS COTE-ST-LUC,2,7,Completed
#3370,E.H.L.,Moins de 13 ans,B,2026-02-17 18:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,WHITE CANUCKS COTE-ST-LUC,,,Initialized
#3384,E.H.L.,Moins de 13 ans,B,2026-02-04 18:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,BULLDOGS VERDUN,2,5,Completed
#3405,E.H.L.,Moins de 13 ans,B,2026-02-23 19:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,TRAPPEURS LACHINE,,,Initialized
#3412,E.H.L.,Moins de 13 ans,B,2026-02-12 19:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,WINGS WESTMOUNT,1,1,Completed
#5015,E.H.L.,Moins de 18 ans,A,2026-02-18 19:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,CANUCKS COTE-ST-LUC,,,Initialized
#5026,E.H.L.,Moins de 18 ans,A,2026-02-20 19:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,WINGS WESTMOUNT,,,Initialized
#5042,E.H.L.,Moins de 18 ans,A,2026-02-11 19:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,JAGUARS LASALLE,0,4,Completed
#5069,E.H.L.,Moins de 18 ans,A,2025-12-13 18:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",KNIGHTS M.W.H.,SPARTANS ST-LAURENT,3,0,Completed
#5318,E.H.L.,Moins de 18 ans,B,2026-01-31 19:00,LOWER CANADA COLLEGE,"LOWER CANADA COLLEGE, 4025 Av. Royal",KNIGHTS M.W.H.,RAPIDES LACHINE,2,4,Completed
#5335,E.H.L.,Moins de 18 ans,B,2026-02-14 18:30,LOWER CANADA COLLEGE,"LOWER CANADA COLLEGE, 4025 Av. Royal",KNIGHTS M.W.H.,BULLDOGS VERDUN,7,2,Completed
#5359,E.H.L.,Moins de 18 ans,B,2026-01-28 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",KNIGHTS M.W.H.,TRAPPEURS LACHINE,2,4,Completed
#5383,E.H.L.,Moins de 18 ans,B,2026-02-19 20:30,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",KNIGHTS M.W.H.,TRAPPEURS LACHINE,,,Initialized
#3068,E.H.L.,Moins de 13 ans,A,2025-10-14 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,DIABLES M.R.O.,3,0,Completed
#3340,E.H.L.,Moins de 13 ans,B,2025-10-14 19:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,WHITE CANUCKS COTE-ST-LUC,2,2,Completed
#3420,E.H.L.,Moins de 13 ans,B,2025-10-14 19:30,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",RED CANUCKS COTE-ST-LUC,TRAPPEURS LACHINE,0,7,Completed
#4024,E.H.L.,Moins de 15 ans,A,2025-10-14 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,LEAFS VERDUN,3,1,Completed
#5083,E.H.L.,Moins de 18 ans,A,2025-11-07 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,KNIGHTS M.W.H.,3,2,Completed
#4004,E.H.L.,Moins de 15 ans,A,2025-10-15 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,SPARTANS ST-LAURENT,0,2,Completed
#4078,E.H.L.,Moins de 15 ans,A,2025-10-15 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,KNIGHTS M.W.H.,9,0,Completed
#5092,E.H.L.,Moins de 18 ans,A,2025-10-15 20:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,DEVILS M.R.O.,4,0,Completed
#5014,E.H.L.,Moins de 18 ans,A,2025-10-15 21:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",JAGUARS LASALLE,LEAFS VERDUN,3,2,Completed
#5049,E.H.L.,Moins de 18 ans,A,2025-11-08 18:30,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",JAGUARS LASALLE,MOHAWKS KAHNAWAKE,3,3,Completed
#4366,E.H.L.,Moins de 15 ans,B,2025-10-16 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,PANTHERES LASALLE,5,1,Completed
#4312,E.H.L.,Moins de 15 ans,B,2025-10-16 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,BULLDOGS VERDUN,7,0,Completed
#5104,E.H.L.,Moins de 18 ans,A,2025-10-16 21:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,WINGS WESTMOUNT,2,5,Completed
#3382,E.H.L.,Moins de 13 ans,B,2025-10-17 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,KNIGHTS M.W.H.,9,0,Completed
#4302,E.H.L.,Moins de 15 ans,B,2025-10-17 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,WARRIORS ST-LAURENT,1,2,Completed
#5364,E.H.L.,Moins de 18 ans,B,2025-10-17 20:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",GLADIATORS ST-LAURENT,MOHAWKS KAHNAWAKE,2,0,Completed
#5397,E.H.L.,Moins de 18 ans,B,2025-11-21 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",TRAPPEURS LACHINE,KNIGHTS M.W.H.,7,3,Completed
#3372,E.H.L.,Moins de 13 ans,B,2025-10-18 12:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,BULLDOGS VERDUN,0,11,Completed
#3044,E.H.L.,Moins de 13 ans,A,2025-10-18 13:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,KNIGHTS M.W.H.,1,4,Completed
#3625,E.H.L.,Moins de 13 ans,C,2025-10-18 13:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LYNX LASALLE,DEVILS M.R.O.,5,6,Completed
#3321,E.H.L.,Moins de 13 ans,B,2025-10-18 14:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,DEVILS M.R.O.,0,2,Completed
#4333,E.H.L.,Moins de 15 ans,B,2025-10-18 14:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,DIABLES M.R.O.,0,4,Completed
#3015,E.H.L.,Moins de 13 ans,A,2025-10-18 15:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,DEVILS M.R.O.,3,3,Completed
#4010,E.H.L.,Moins de 15 ans,A,2025-10-18 15:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,RAPIDES LACHINE,5,3,Completed
#5086,E.H.L.,Moins de 18 ans,A,2025-10-18 16:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,KNIGHTS M.W.H.,3,1,Completed
#4327,E.H.L.,Moins de 15 ans,B,2025-10-18 17:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,DEVILS M.R.O.,2,3,Completed
#3651,E.H.L.,Moins de 13 ans,C,2025-10-18 17:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",TITANS ST-LAURENT,COYOTES VERDUN,3,1,Completed
#3618,E.H.L.,Moins de 13 ans,C,2025-10-18 18:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",CASTORS LACHINE,DIABLES M.R.O.,0,4,Completed
#4070,E.H.L.,Moins de 15 ans,A,2025-10-18 18:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,DEVILS M.R.O.,1,2,Completed
#3083,E.H.L.,Moins de 13 ans,A,2025-10-18 18:30,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,WINGS WESTMOUNT,0,3,Completed
#3418,E.H.L.,Moins de 13 ans,B,2025-10-18 18:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",WARRIORS ST-LAURENT,WINGS WESTMOUNT,3,0,Completed
#5348,E.H.L.,Moins de 18 ans,B,2025-10-18 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,GLADIATORS ST-LAURENT,2,2,Completed
#5394,E.H.L.,Moins de 18 ans,B,2025-10-18 19:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,PUMAS LASALLE,2,5,Completed
#5343,E.H.L.,Moins de 18 ans,B,2025-11-30 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,WINGS WESTMOUNT,2,1,Completed
#5041,E.H.L.,Moins de 18 ans,A,2025-10-18 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,JAGUARS LASALLE,0,3,Completed
#5361,E.H.L.,Moins de 18 ans,B,2025-11-24 20:30,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DEVILS M.R.O.,BULLDOGS VERDUN,4,1,Completed
#3365,E.H.L.,Moins de 13 ans,B,2025-10-19 10:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DIABLES M.R.O.,WHITE CANUCKS COTE-ST-LUC,3,0,Completed
#3096,E.H.L.,Moins de 13 ans,A,2025-10-19 11:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DEVILS M.R.O.,RAPIDES LACHINE,3,1,Completed
#3658,E.H.L.,Moins de 13 ans,C,2025-10-19 12:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",COYOTES VERDUN,CANUCKS COTE-ST-LUC,1,3,Completed
#3349,E.H.L.,Moins de 13 ans,B,2025-10-19 13:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,RED CANUCKS COTE-ST-LUC,4,1,Completed
#3089,E.H.L.,Moins de 13 ans,A,2025-10-19 14:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,LIONS LASALLE,3,4,Completed
#4301,E.H.L.,Moins de 15 ans,B,2025-10-19 15:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,CANUCKS COTE-ST-LUC,8,2,Completed
#4067,E.H.L.,Moins de 15 ans,A,2025-10-19 16:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,WINGS WESTMOUNT,4,2,Completed
#5417,E.H.L.,Moins de 18 ans,B,2025-10-19 16:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,WARRIORS ST-LAURENT,1,4,Completed
#3010,E.H.L.,Moins de 13 ans,A,2025-10-19 17:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,CANUCKS  COTE-ST-LUC,2,3,Completed
#3099,E.H.L.,Moins de 13 ans,A,2025-10-19 17:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,MOHAWKS KAHNAWAKE,6,0,Completed
#3606,E.H.L.,Moins de 13 ans,C,2025-10-19 17:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,TITANS ST-LAURENT,3,1,Completed
#5334,E.H.L.,Moins de 18 ans,B,2025-10-19 17:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,CANUCKS COTE-ST-LUC,2,2,Completed
#3632,E.H.L.,Moins de 13 ans,C,2025-10-19 18:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,LYNX LASALLE,6,5,Completed
#4358,E.H.L.,Moins de 15 ans,B,2025-10-19 18:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",WARRIORS ST-LAURENT,MOHAWKS KAHNAWAKE,13,0,Completed
#5022,E.H.L.,Moins de 18 ans,A,2025-10-19 18:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,RAPIDES LACHINE,5,1,Completed
#5077,E.H.L.,Moins de 18 ans,A,2025-10-19 18:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,LIONS LASALLE,2,2,Completed
#4018,E.H.L.,Moins de 15 ans,A,2025-10-19 19:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,MOHAWKS KAHNAWAKE,2,2,Completed
#5089,E.H.L.,Moins de 18 ans,A,2025-10-19 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,CANUCKS COTE-ST-LUC,2,4,Completed
#5093,E.H.L.,Moins de 18 ans,A,2025-10-20 20:30,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DEVILS M.R.O.,JAGUARS LASALLE,1,6,Completed
#5352,E.H.L.,Moins de 18 ans,B,2025-10-20 21:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,DEVILS M.R.O.,2,7,Completed
#3317,E.H.L.,Moins de 13 ans,B,2025-10-21 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",TRAPPEURS LACHINE,WHITE CANUCKS COTE-ST-LUC,1,1,Completed
#3063,E.H.L.,Moins de 13 ans,A,2025-10-21 19:30,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS  COTE-ST-LUC,WINGS WESTMOUNT,1,1,Completed
#4323,E.H.L.,Moins de 15 ans,B,2025-10-21 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,DEVILS M.R.O.,0,0,Completed
#5375,E.H.L.,Moins de 18 ans,B,2025-10-21 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",TRAPPEURS LACHINE,MOHAWKS KAHNAWAKE,3,0,Completed
#4072,E.H.L.,Moins de 15 ans,A,2025-10-22 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,WINGS WESTMOUNT,2,2,Completed
#4349,E.H.L.,Moins de 15 ans,B,2025-10-22 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,CANUCKS COTE-ST-LUC,4,1,Completed
#5035,E.H.L.,Moins de 18 ans,A,2025-10-22 20:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,RAPIDES LACHINE,3,1,Completed
#5078,E.H.L.,Moins de 18 ans,A,2025-10-22 21:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,KNIGHTS M.W.H.,2,2,Completed
#5103,E.H.L.,Moins de 18 ans,A,2026-02-28 17:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",JAGUARS LASALLE,LIONS LASALLE,,,Initialized
#4060,E.H.L.,Moins de 15 ans,A,2025-10-23 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,LEAFS VERDUN,4,2,Completed
#5385,E.H.L.,Moins de 18 ans,B,2025-10-23 20:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,RAPIDES LACHINE,2,3,Completed
#5088,E.H.L.,Moins de 18 ans,A,2025-10-23 21:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,MOHAWKS KAHNAWAKE,4,1,Completed
#4342,E.H.L.,Moins de 15 ans,B,2025-10-24 19:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",WARRIORS ST-LAURENT,DIABLES M.R.O.,3,1,Completed
#5305,E.H.L.,Moins de 18 ans,B,2025-10-24 20:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",WARRIORS ST-LAURENT,PUMAS LASALLE,1,0,Completed
#3001,E.H.L.,Moins de 13 ans,A,2025-10-25 14:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,LIONS LASALLE,1,6,Completed
#3407,E.H.L.,Moins de 13 ans,B,2025-10-25 15:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,MOHAWKS KAHNAWAKE,5,0,Completed
#4090,E.H.L.,Moins de 15 ans,A,2025-10-25 15:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,KNIGHTS M.W.H.,8,2,Completed
#3030,E.H.L.,Moins de 13 ans,A,2025-10-25 16:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,DEVILS M.R.O.,5,1,Completed
#5052,E.H.L.,Moins de 18 ans,A,2025-10-25 16:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,LIONS LASALLE,1,5,Completed
#4085,E.H.L.,Moins de 15 ans,A,2025-10-25 17:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,DEVILS M.R.O.,1,2,Completed
#3023,E.H.L.,Moins de 13 ans,A,2025-10-25 17:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,LEAFS VERDUN,1,2,Completed
#3406,E.H.L.,Moins de 13 ans,B,2025-10-25 17:30,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,KNIGHTS M.W.H.,7,0,Completed
#3006,E.H.L.,Moins de 13 ans,A,2025-10-25 18:30,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,KNIGHTS M.W.H.,2,4,Completed
#4033,E.H.L.,Moins de 15 ans,A,2025-10-25 18:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,LIONS LASALLE,2,3,Completed
#5408,E.H.L.,Moins de 18 ans,B,2025-10-25 19:30,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,PANTHERES LASALLE,1,3,Completed
#5421,E.H.L.,Moins de 18 ans,B,2025-10-25 20:30,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,KNIGHTS M.W.H.,1,3,Completed
#3629,E.H.L.,Moins de 13 ans,C,2025-10-26 11:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DIABLES M.R.O.,LYNX LASALLE,2,4,Completed
#3639,E.H.L.,Moins de 13 ans,C,2025-10-26 12:30,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",COYOTES VERDUN,DEVILS M.R.O.,5,0,Completed
#3383,E.H.L.,Moins de 13 ans,B,2025-10-26 13:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,RED CANUCKS COTE-ST-LUC,0,2,Completed
#3408,E.H.L.,Moins de 13 ans,B,2025-10-26 13:30,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,RAPIDES LACHINE,4,2,Completed
#5330,E.H.L.,Moins de 18 ans,B,2025-10-26 14:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,CANUCKS COTE-ST-LUC,1,4,Completed
#3018,E.H.L.,Moins de 13 ans,A,2025-10-26 14:30,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,CANUCKS  COTE-ST-LUC,4,6,Completed
#3061,E.H.L.,Moins de 13 ans,A,2025-10-26 15:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,RAPIDES LACHINE,0,2,Completed
#4371,E.H.L.,Moins de 15 ans,B,2025-10-26 15:30,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,RAPIDES LACHINE,1,2,Completed
#5424,E.H.L.,Moins de 18 ans,B,2025-10-26 16:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PUMAS LASALLE,WINGS WESTMOUNT,2,1,Completed
#4088,E.H.L.,Moins de 15 ans,A,2025-10-26 16:30,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,CANUCKS COTE-ST-LUC,0,5,Completed
#3092,E.H.L.,Moins de 13 ans,A,2025-10-26 17:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,MOHAWKS KAHNAWAKE,3,1,Completed
#3630,E.H.L.,Moins de 13 ans,C,2025-10-26 17:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",TITANS ST-LAURENT,CANUCKS COTE-ST-LUC,2,1,Completed
#3324,E.H.L.,Moins de 13 ans,B,2025-10-26 18:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",WARRIORS ST-LAURENT,TRAPPEURS LACHINE,2,3,Completed
#4357,E.H.L.,Moins de 15 ans,B,2025-10-26 18:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,CANUCKS COTE-ST-LUC,5,0,Completed
#5003,E.H.L.,Moins de 18 ans,A,2025-11-16 18:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,CANUCKS COTE-ST-LUC,0,0,Completed
#4321,E.H.L.,Moins de 15 ans,B,2025-10-26 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,MOHAWKS KAHNAWAKE,7,0,Completed
#5427,E.H.L.,Moins de 18 ans,B,2025-10-26 19:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",GLADIATORS ST-LAURENT,DIABLES M.R.O.,1,1,Completed
#3366,E.H.L.,Moins de 13 ans,B,2025-10-26 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",WHITE CANUCKS COTE-ST-LUC,PANTHERES LASALLE,2,4,Completed
#3325,E.H.L.,Moins de 13 ans,B,2025-10-28 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,TRAPPEURS LACHINE,1,2,Completed
#3353,E.H.L.,Moins de 13 ans,B,2025-10-28 19:30,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",WHITE CANUCKS COTE-ST-LUC,KNIGHTS M.W.H.,2,2,Completed
#4025,E.H.L.,Moins de 15 ans,A,2025-10-28 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,KNIGHTS M.W.H.,11,1,Completed
#5100,E.H.L.,Moins de 18 ans,A,2025-10-28 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,LEAFS VERDUN,1,2,Completed
#3628,E.H.L.,Moins de 13 ans,C,2025-10-29 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LYNX LASALLE,CANUCKS COTE-ST-LUC,3,9,Completed
